emotion,text,clean_text
fear,"Gw jadi nyebayangin orang yg bangunin sahur dimasjid keceplosan "" Shooower..shower ,,shower bapak-bapak ibuk-ibuk..... ""  [URL]",jadi nyebayangin orang  bangunin sahur dimasjid keceplosan shooowershower shower bapakbapak ibukibuk url
sadness,"Trus mbatin, ""Baik-baik ya sama pemilik barumu. Tuh. Masnya ganteng. Punya cafe lagi. Tar kamu dipake main di cafe kayak yang ku janjiin 4 tahun lalu.""",terus  mbatin baikbaik sama pemilik barumu tuh masnya ganteng punya cafe tar kamu dipakai  main cafe mirip  ku janjiin tahun lalu
anger,"Seni dari demokrasi yah bisa saling mengkritik dan mempatuahi, mau sekarang beliau presiden, sekjen PBB atau siapalah. Gamau dikritik? Mati ajah mungkin disurga kamu damai akan kritik, tapi masih mungkin yah belum pasti. Ha.",seni demokrasi yah saling mengkritik mempatuahi mau sekarang beliau presiden sekjen pbb siapalah mau dikritik mati  mungkin disurga kamu damai kritik masih mungkin yah pasti ha
love,"Bersandarlah di pundaku sampai kau merasakan kenyamanan, karena sudah keharusan bagiku untuk memberikanmu rasa nyaman",bersandarlah pundaku kamu merasakan kenyamanan sudah keharusan bagiku memberikanmu rasa nyaman
fear,Hanya mampu retweet bagi peminat cerita seram tengok je lah. Saya penakut. Kalau tengok kat wayang ni dengar suara aku sorang je menjerit walaupun tutup mata,mampu retweet peminat cerita seram tengok je lah penakut kalau tengok kat wayang  dengar suara seorang  je menjerit walaupun tutup mata
love,"Haha, tiap hari juga kamu selalu terpesona dan semakin terpesona sama aku kkk~",haha tiap hari kamu selalu terpesona semakin terpesona sama kkk
anger,Hahaha HRS dapat wahyu ? dari setan bukan dari Alloh [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL],hahaha  wahyu setan bukan alloh username username username username username url
fear,Apa itu keposesifan gue sama sahabat gue takut diapa2in sama L/ Apa gue jealous karena gue lagi ga ada gebetan yang bisa diajak jalan/ Apa gue takut kehilangan sahabat/ Apa gue jealous karena E deket sama L,apa keposesifan sama sahabat takut diapain sama l apa jealous tidak gebetan bisa diajak jalan apa takut kehilangan sahabat apa saya jealous e deket sama l
fear,"Lagi ada suntik campak gitu. Awalnya gak tau, pas banget mau pipis. Pas mau balik ke kelas gak sengaja liat orang bawa kotak2 gitu. Gue pikir pasti suntik, karena takut. Yaudah taunya gue lari duluan. Sambil teriak SUNTIK SUNTIK!!",ada suntik campak  awalnya tahu pas sekali  mau pipis pas mau balik kelas sengaja liat orang bawa kotak  pikir suntik takut yaudah tahunya  lari duluan teriak suntik suntik
sadness,"Saat kita membenci sesuatu dg berlebihan dan menghasut orang lain ikut membenci apa yg kita benci, maka kelar sudah hidup kita. Terputus tali rezeki dan bersiap kematian dg penyakit hati &amp",membenci  berlebihan menghasut orang ikut membenci apa  benci selesai  hidup kita terputus tali rezeki bersiap kematian dengan  penyakit hati amp
love,"[USERNAME] Karena kamu dilahirkan dari rahim seorang perempuan, yang kamu robek tubuhnya agar kamu bisa hidup dan merasakan kasih sayangnya. Maka berikan kasih sayang pada wanitamu itu setulus kasih ibumu :3",username kamu dilahirkan rahim seorang perempuan kamu robek tubuhnya kamu hidup merasakan kasih sayangnya berikan kasih sayang wanitamu setulus kasih ibumu
happy,"huwawawaaaaaa tanoshimidesuuu!!! tapi memang aku pribadi sayang bgt dgn circle ini, jadi aaaaaa *creyong* kita gambar karena suka, dan udh seneng bgt kl mez jg suka dgn yg kita gambar, jd jgn khawatir dgn kurang kontribusi dan sbagainya",huwawawaaaaaa tanoshimidesuuu memang pribadi sayang sangat   circle jadi aaaaaa creyong gambar suka sudah senang  sangat  kalau  mez suka   gambar jadi jangan khawatir  kurang kontribusi sbagainya
fear,"Lu harus tau rasanya sedeket itu sm orang gila takut bgt gua tuh... Trs temen gua ternyata denger dia bilang ""wah gede jg ya pahanya"" Yalord. Aing teh cm mau piknik naha ada geginian!!! Terus akhirnya w nelpon temen pake ngomong seakan akan dia bapak gua dan nyuruh jemput:(",kamu tahu rasanya sedeket sama  orang gila takut sangat   tuh terus  teman   ternyata dengar  bilang wah gede ya pahanya yalord aing teh cuma  mau piknik naha geginian terus akhirnya nelpon teman  pakai  bicara  seakan dia bapak  suruh  jemput
anger,[USERNAME] PSI terlalu sering membuat blunder sebenarnya itu tdk bagus sbg sebuah Parpol baru yg butuh dukungan rakyat dr berbagai lapisan masyarakat termasuk pendukung kel. Mantan Presiden Soeharto.,username psi terlalu sering membuat blunder sebenarnya tidak bagus  sebuah parpol baru  butuh dukungan rakyat  berbagai lapisan masyarakat termasuk pendukung kel mantan presiden soeharto
sadness,"Bersin pertama, ah paling kena bulu. Bersin kedua, debu nih. Bersin ketiga, gatel bat hidung saya. Bersin keempat, kelima, keenama,... Fix mau flu nih.",bersin pertama ah paling kena bulu bersin kedua debu nih bersin ketiga gatal  bat hidung bersin keempat kelima keenama fix mau flu nih
love,"Pixy ini kok lama-lama gemesim yaaaa. Setelah jatuh cinta sama lip cream nya, kayak nya bakal jatih cinta sama yang lain. Huft [URL]",pixy kok lamalama gemesim yaaaa jatuh cinta sama lip cream nya mirip  nya bakal jatih cinta sama lain huft url
fear,Apa yang akan kamu lakukan jika ada singa masuk ke rumahmu? nyuruh singanya makan kau. biar mati kenak makan singa. uh ngeri ya off anonla m h e h e,apa akan kamu lakukan ada singa masuk rumahmu suruh  singanya makan kamu biar mati kenak makan singa uh ngeri off anonla m h e h e
happy,"Lagu ini saya persembahkan bwt pak [USERNAME] [USERNAME] jga pak Walikota Solo, Pak FX Hadi Rudyatmo karena membuat Kota SOLO lebih dikenal luas berkat lagu SOLO yg dibuat [USERNAME] [USERNAME] [URL] #Solo",lagu saya persembahkan buat  pak username username pak walikota solo pak fx hadi rudyatmo membuat kota solo lebih dikenal luas berkat lagu solo  dibuat username username url
fear,"Serem jg nih kalo sering mati lampu gini. Ngeri aje pas lg ditinggal keluarga ke jogja besok, sendirian di rumah trus mati lampu. Jadi apa aq",seram  nih kalau  sering mati lampu gini ngeri  pas  ditinggal keluarga jogja besok sendirian rumah terus  mati lampu jadi apa
love,"kalau begitu aku ingin mengatakan kepada Desi: aku sayang kamu, Desi. aku suka kamu, Desi. ini adalah ungkapan perasaanku kepada Desi terlepas apakah dia memendam rasa yang sama atau tidak. [URL]",kalau mengatakan desi sayang kamu desi saya suka kamu desi adalah ungkapan perasaanku desi terlepas dia memendam rasa sama tidak url
love,Aku selalu ada untukmu Kamu selalu ada untuknya .,selalu untukmu kamu selalu untuknya
anger,"Tapi baru di jaman ini hutang tembus 4000an T, baru di jaman ini juga mako brimob kebobolan, dan baru di jaman ini juga bocah cina nghina presiden dibilang lucu2an, dan di jaman ini pula geruduk kantor berita sambil m",baru jaman hutang tembus an t baru jaman juga mako brimob kebobolan baru jaman juga bocah cina nghina presiden dibilang lucuan di jaman pula geruduk kantor berita m
fear,"Oh iya, pada saat itu hanya mahasiswa reguler yang mendapatkan kelas bersama beliau, dan aku bersyukur menjadi mahasiswa reguler dan dipertemukan dengan beliau ini. First impression kami terhadap Ka Abel, jujur saja kami ngeri. Maksudnya? kami masih semester II, masih bau cikur.",iya saat hanya mahasiswa reguler mendapatkan kelas bersama beliau saya bersyukur menjadi mahasiswa reguler dipertemukan beliau first impression terhadap ka abel jujur ngeri maksudnya kami semester ii masih bau cikur
happy,"DONE!!  Kata Pak Suami biar tambah rajin belajar masaknya sa ae ah Btw tengkyuuu bosss adhe_khadoet besok lagi yaa, hahahaa",done kata pak suami biar tambah rajin belajar masaknya sa ae ah btw tengkyuuu bosss adhekhadoet besok yaa hahahaa
love,"Cinta itu sederhana. Aku dan kamu, dan tidak ada yang lain. Aku untukmu, dan kamu untukku. Yang lain cuma nonton.",cinta sederhana kamu tidak saya untukmu dan kamu untukku yang lain cuma nonton
happy,"Selamat kamu dapat kuota dari [URL] , wahhh, itu sangat berharga yaaaa #dapetin ucapan itu selain ucapan selamat kamu cantik jadi selama ini dia jelek",selamat kamu kuota url wahhh sangat berharga yaaaa ucapan selain ucapan selamat kamu cantik jadi selama dia jelek
happy,Blm bisa move on dr keseruan event torch relay asian games 2018 #sisasemalam #dibuangsayang #withgadis @ Rumah Jabatan Gubernur Provinsi Sulawesi Selatan [URL], move on  keseruan event torch relay asian games rumah jabatan gubernur provinsi sulawesi selatan url
anger,"Mahkamah Konstitusi : Dear [USERNAME] : *Hapus Ambang Batas Nyapres, Rakyat Mau Banyak Pilihan* - Tandatangani Petisi! [URL] lewat [USERNAME]",mahkamah konstitusi dear username hapus ambang batas nyapres rakyat mau banyak pilihan tandatangani petisi url lewat username
fear,"[USERNAME] Sebelumnya saya bayar pakai tokopedia, dan di laporannya tercantum kode iuran 9180 sekian-sekian.. apakah yang dimaksud kode iuran adalah nomer itu?",username sebelumnya bayar pakai tokopedia di laporannya tercantum kode iuran sekiansekian yang dimaksud kode iuran nomer
love,Tetap disini.. Jangan biarkan aku sepi sendiri.. Izinkan aku selalu bersamamu.. Dalam ikatan yg direstui semesta.. Aku sayang kamu separuh hatiku,tetap disini jangan biarkan sepi sendiri izinkan selalu bersamamu ikatan  direstui semesta sayang kamu separuh hatiku
love,"Cinta takkan pernah berjalan sendirian, karena ada kesetian dan ketulusan yg selalu menuntunnya dan aku punya kesetian dan ketulusan itu buat kamu",cinta takkan pernah berjalan sendirian ada kesetian ketulusan  selalu menuntunnya saya punya kesetian ketulusan buat kamu
fear,Dilemma ku adalah jam segini ngerasa laper dan pgn go food naspad duta minang jaya yg super enak itu tp takut gabisa tidur dan kesiangan bsk pagi huu,dilemma ku jam segini merasa  lapar  ingin go food naspad duta minang jaya  super enak tapi takut bisa tidur kesiangan besok pagi huu
sadness,"5. Cuacanya selalu terik Utk hal ini saya harus banyak bersyukur ya, di Sorong selama puasa ini rajin hujan bahkan Bali tempat mamake aja ga sesering di sini. Hari2 biasanya juga ga terik2 banget. Btw, Biak kalo pun panas, udaranya bikin seger",cuacanya selalu terik  harus banyak bersyukur sorong selama puasa ini rajin hujan bahkan bali tempat mamake  sesering di sini hari biasanya tidak terik sekali  btw biak kalau  panas udaranya bikin seger
sadness,"Aliran darahku menghantarkan rasa rindu di sela-sela sel otakku yang terus berbisik untuk mengucapkannya, tapi aku tidak mampu, bahkan hanya untuk menyiratkannya. [URL]",aliran darahku menghantarkan rasa rindu selasela sel otakku terus berbisik mengucapkannya saya mampu bahkan untuk menyiratkannya url
happy,"Baru sehari, masih ada beberapa hari ke depan yg lebih padat tapi sangat menyenangkan. Wish me luck and healthy aja deh buat seminggu ke depan *fingers crossed*",baru sehari ada beberapa hari depan  lebih padat sangat menyenangkan wish me luck and healthy  deh buat seminggu depan fingers crossed
sadness,"Hari keempat, sebelum sarapan Pak Seno dan Ibu Tuti kembali berbicara dgn kami ""Kalian belum ikhlas ternyata,"" raut wajah kami pada saat itu sudah jauh berubah jika dibandingkan dengan kemarin, tertawa bercanda yang kemarin sempat hilang sudah kembali bersama kami di pagi itu.",hari keempat sarapan pak seno ibu tuti berbicara  kalian ikhlas ternyata raut wajah pada jauh berubah dibandingkan kemarin tertawa bercanda kemarin sempat hilang kembali bersama di pagi itu
fear,"Untung ada aa2 berdua ngebantuin itu posisi di tengah2 gelap, sendiri, bener2 gaada siapa2 sampe nyalain senter hp takut ada org dan sejenis nyaaa",untung aa berdua ngebantuin posisi tengah gelap sendiri benar  siapa nyalakan  senter hp takut ada orang sejenis nyaaa
sadness,"Gak butuh temen cewe yg pura2 butuh temen cowo yang ketika dichat jawabannya hanya ""oh"", ""iya"", ""haha"", dll. Apalagi cuma diread. ",butuh teman  cewek   pura butuh teman  cowok  ketika dichat jawabannya oh iya haha lain cuma diread
sadness,"Ketika ada sesuatu hal yang membuat kita jatuh, Percayalah bahwa kita sedang diajarkan bagaimana cara untuk bangkit",ada hal membuat jatuh percayalah kita sedang diajarkan bagaimana cara bangkit
anger,"lalu aku komen begini ""min, kalo posting karya orang tolong minta izin terlebih dahulu dan tag si pemilik karya"" di feed tersebut namun tidak dibalas. lalu aku coba dm dengan kalimat yang sama seperti di komentar feed akun tsb",lalu komen begini min kalau  posting karya orang minta izin terlebih dan tag si pemilik karya feed tersebut tidak dibalas lalu coba dm kalimat sama di komentar feed akun tersebut 
love,Aku suka caramu menyukaiku :'),suka caramu menyukaiku
love,"Semoga dengan tayangnya film #22menit ini menjadi perantara untuk selalu menebarkan benih-benih cinta, yang akan menumbuhkan persaudaraan diantara umat manusia. #AnsorMajuSatuBarisan [URL]",semoga tayangnya film menjadi perantara selalu menebarkan benihbenih cinta akan menumbuhkan persaudaraan diantara umat manusia url
fear,"Kemaren di belakang kampus juga, ada anak kambing asal nyebrang. Eh kambing nya b ajha yang nyebrang w yang histeris takut mereka ketabrak :((",kemarin  belakang kampus ada anak kambing asal nyebrang eh kambing nya b ajha nyebrang yang histeris takut ketabrak
sadness,"Jika datangmu sudah tidak menggenapi, pergimu pun tidak mengganjilkan, untuk apa kamu dilahirkan? Sebaik-baik manusia adalah yang berguna bagi sesamanya.",datangmu tidak menggenapi pergimu tidak mengganjilkan apa kamu dilahirkan sebaikbaik manusia yang berguna sesamanya
happy,"Udah ah makin ngelantur wkwk.. Pokoknya niatkan utk ga pake bulu mata palsu. Jgn khawatir bakal ada rintangan ini itu, yakin aja klo niat baik pasti Allah bantu. Smg segala niat dan langkah baik kita (termasuk ninggalin bulu mata palsu ini) Allah kasih ganjaran surga ya",ah makin ngelantur wkwk pokoknya niatkan  pakai  bulu mata palsu jangan khawatir bakal rintangan itu yakin  kalau niat baik allah bantu semoga  segala niat langkah baik termasuk tinggalkan  bulu mata palsu allah kasih ganjaran surga
sadness,Klo di puskesmas yg antri orang hamil sm lansia didahulukan. Disini yg daftar online yg diutamakan. Akumah ngga pernah dapet tempat. Prioritas di hatinya aja kagak :'(,kalau puskesmas  antri orang hamil sama  lansia didahulukan disini  daftar online  diutamakan akumah pernah  tempat prioritas hatinya  
anger,[USERNAME] siang min. Knpa saldo bonus tcash saya tidak ada. Padahal saya udah banyak dapat sms pemberitahuannya. Dan saya langsng aktivkan tcash walet. Mohn bntuanx. Trmaksih min,username siang min  saldo bonus tcash tidak padahal sudah banyak sms pemberitahuannya saya langsng aktivkan tcash walet mohn bntuanx trmaksih min
anger,"Pas w udah punya pacar trus pergi nonton ke bioskop: Orang lain: dih nontonnya sama pacar mulu, trus gak ngajak2 nih. Lah situ kalo di ajak gak pernah bisa *pengen rasanya ku sentil amandelnya satu2 :)",pas sudah punya pacar terus  pergi nonton bioskop orang dih nontonnya sama pacar terus  terus  mengajak nih lah situ kalau  ajak pernah ingin rasanya ku sentil amandelnya satu
anger,ah eyang pelit tidak-saya carin istri ke tujuh nih,ah eyang pelit tidaksaya carin istri tujuh nih
fear,"Waallahu alam... saya gak mau sok tau, takut... ilmu saya masih cetek banget, jadi cukup 10 kesimpulan yang udah jelas ada di Al-Quran dan Hadits itu aja yang saya yakini, selebihnya Waallahu alam...",waallahu alam tidak mau sok tahu takut ilmu masih cetek sekali  jadi cukup kesimpulan sudah jelas di alquran hadits saja  saya yakini selebihnya waallahu alam
love,"Sejak awal mengenal dan mencintaimu,hati utuh yg penuh cinta ini telah memilih untuk tetap menerimamu bagainmanapun keadaan ini. Terluka itu pilihan...dan tetap mencintai adalah anugerah dan kesempatan yg diberikan Tuhan.",sejak awal mengenal mencintaimuhati utuh  penuh cinta telah memilih tetap menerimamu bagainmanapun keadaan terluka pilihandan tetap mencintai anugerah kesempatan  diberikan tuhan
love,"Kalo udah sayang beneran itu mau dihadapkan sama cowok yang lebih tajir +++, ganteng +++, pinter +++, serba +++, dll itu pasti bakalan tetep ga mau berpindah",kalau  sayang benar  mau dihadapkan sama cowok lebih tajir ganteng pintar  serba lain pasti  tetap  mau berpindah
fear,Liat boneka susan aja sudah ampun. Lha ini malah diajakin nonton film horror boneka sabrina.,liat boneka susan  ampun lha malah diajakin nonton film horror boneka sabrina
anger,[USERNAME] hallo min kuota saya masih 9GB tp kok gak bisa dipakai? Katanya kuota saya udah habis. Ini gmn ya? Mohon bantuannya [URL],username hallo min kuota masih gb kok bisa dipakai katanya kuota sudah habis bagaimana  mohon bantuannya url
sadness,1bln 2x putus berapa lama memang kamu jadian dia labil sangat ki bentar2 marahan begitu deh :,bulan  x putus berapa lama memang kamu jadian labil sangat ki bentar marahan deh
love,"Cuma [USERNAME] yang ngerti cara nanganin aku kalau aku udh ngamuk2, sayang sama aku tanpa nyuruh aku buat berubah jd orang lain, sabar, pengertian, org yang selalu maju paling depan kalau ada yg macem2in aku",cuma username ngerti cara nanganin kalau sudah ngamuk sayang sama tanpa suruh  buat berubah jadi orang sabar pengertian orang selalu maju paling depan kalau yang  macemin
